OBJECTID,CODI_AJB,CODI_INE,GRUP_TVIA,T_Via,Desc_Via,N_Carrer,N_CarrerC,N_CarrerC2,NOM_indexOnomastic,DATA_APROV,NOTES_DATA,ParaulaClau_1,ParaulaClau_2,ParaulaClau_3,PAGINA_WIKIPEDIA,BIOGRAFIA_CAT,PAGINA_WIKIPEDIA2
3266,340406,03824,CARRERS,C,Carrer,Torrent de les Flors,C del Torrent de les Flors,Carrer Torrent de les Flors,"Torrente de Flores, Juan Manuel",,Any 1862,Ésser viu,Home,Propietat,,"Juan Manuel Torrente de Flores (Ferrol, 1829 - 1916). L'any 1844, als quinze anys, emigrà a l'illa de Cuba i en tornà l'any 1857. A partir d'aquella data residí a Barcelona. Esdevingué apoderat de Massens i de Rabassa. Tots tres eren propietaris de part de l'heretat Alegre de Dalt, procedent de l'Hospital de la Santa Creu de Barcelona (1861). Renuncià a posar simplement el seu cognom, Torrente, a un dels carrers de la seva urbanització, en benefici d'un nom més popular: el carrer del Torrente de las Flores.",
3273,341307,03832,CARRERS,C,Carrer,Josep Torres,C de Josep Torres,Carrer Josep Torres,"Torres i Vilaseca, Josep",08/01/2009,,Ésser viu,Home,Propietat,,Josep Torres i Vilaseca (1824 - ?). Propietari des de 1864 del terreny on s'obrí el carrer.,
3277,341602,03837,CARRERS,C,Carrer,Torres i Amat,C de Torres i Amat,Carrer Torres i Amat,"Torres i Amat de Palou, Fèlix",30/05/1923,,Ésser viu,Home,Religió,https://ca.wikipedia.org/wiki/Fèlix_Torres_i_Amat_de_Palou,"Fèlix Torres i Amat de Palou (Sallent de Llobregat, 1772 - Madrid, 1847). Eclesiàstic i escriptor. Canonge a Barcelona i bisbe d'Astorga. Senador per Barcelona (1837 i 1840). Membre de l'Acadèmia de Bones Lletres (1816). Redactà la versió en llengua castellana de la Bíblia.",https://ca.wikipedia.org/wiki/Fèlix_Torres_i_Amat_de_Palou
3280,341908,03841,CARRERS,C,Carrer,Torrijos,C de Torrijos,Carrer Torrijos,"Torrijos, José María",,Abans de 1900,Ésser viu,Home,Militar,,"José María Torrijos (Madrid, 1791 - Màlaga, 1831). Militar i polític. Lluità en la guerra del Francès.",
3292,343200,03855,GRANS VIES,Via,Via,Trajana,Via Trajana,Via Trajana,"Trajà, Marc Ulpi",30/12/1953,,Ésser viu,Home,Monarquia,https://ca.wikipedia.org/wiki/Marc_Ulpi_Trajà,En homenatge a Trajà.,https://ca.wikipedia.org/wiki/Marc_Ulpi_Trajà
3293,343302,03856,CARRERS,C,Carrer,Trajà,C de Trajà,Carrer Trajà,"Trajà, Marc Ulpi",,Abans de 1900,Ésser viu,Home,Monarquia,https://ca.wikipedia.org/wiki/Marc_Ulpi_Trajà,"Marc Ulpi Trajà, Marcus Ulpius Traianus (Itàlica, 53 - Roma, 117). Emperador romà. Fou general i legat de la Germània Superior.",https://ca.wikipedia.org/wiki/Marc_Ulpi_Trajà
3310,345206,03881,CARRERS,C,Carrer,Tres Senyores,C de les Tres Senyores,Carrer Tres Senyores,"Batet, Teresa / Frígola i Poch, Mercè / Rabassa i Puig, Teresa",,Abans de 1960,Ésser viu,Dona,Propietat,#N/A,"En honor a les esposes de Torrente, Masens i Rabassa: Mercè Frígola i Poch, Teresa Rabassa i Puig, i Teresa Batet, respectivament. El 29 d'abril de 1861, Torrente, Masens i Rabassa adquiriren un lot de tres peces de terra procedents de l'heretat Alegre de Dalt. En urbanitzar la propietat, tots tres es posaren d'acord per dedicar un carrer a llurs mullers. Atesa la proximitat del carrer de Martí, en algun document es menciona que es tractava de la muller de Martí. Però Ramon Martí i Dalius morí el 1853 i el seu fill, Ramon Martí d'Eixalà, el 1857, molt abans de la compra dels terrenys i del projecte d'urbanització.",#N/A
3313,345658,03884,CARRERS,C,Carrer,Trilla,C de Trilla,Carrer Trilla,"Trilla i Trilla, Antoni",,Abans de 1830,Ésser viu,Home,Dret,,"Antoni Trilla i Trilla (Lleida, 1741 - Barcelona, 1801). Advocat de la Reial Audiència i advocat de pobres. Vidu en primeres núpcies de Magdalena Escarabatxeras i Blanch i casat en segones núpcies amb Francesca Pérez i Nogués, vídua Xuclà. Propietari dels terrenys on s'obrí el carrer. Dedicat per la seva nora, Àgata Badia i Puigrodon, en urbanitzar la finca Casa del Simó.",
3314,345807,03885,PLACES,Pl,Plaça,Trilla,Pl de Trilla,Plaça Trilla,"Trilla i Escarabatxeras, Antoni",,Abans de 1860,Ésser viu,Home,Dret,,"Antoni Trilla i Escarabatxeras (Lleida, 1769 - Barcelona, 1824). Advocat i propietari dels terrenys on s'obrí la plaça. Signava amb el segon cognom de la mare, Blanch, en lloc d'Escarabatxeras. La seva vídua sol·licità, l'any 1825, urbanitzar l'heretat Casa del Simó, que després es conegué com a Torre Trilla. La plaça s'havia de dir de Sant Antoni, pel nom de fonts del seu marit, de la mateixa manera que ella tenia dedicat el carrer de Santa Àgata. Els canvis de nom de la plaça foren constants; es digué de la Reina Amàlia ?per la tercera muller de Ferran VII?, de Sant Antoni i de la Reina Cristina ?per la quarta muller de Ferran VII. Després de l'abdicació d'aquesta reina, el nom de la plaça fou Trilla.",
3319,346402,03891,CARRERS,C,Carrer,Trinxant,C de Trinxant,Carrer Trinxant,"Trinxant i Morera, Francesc",07/07/1942,,Ésser viu,Home,Propietat,,"Francesc Trinxant i Morera (?, 1793 - Martorell, 1871). Propietari de la finca on s'obrí el carrer. El succeí el seu fill, Josep Trinxant i Casamitjana (1825 - 1907); el nét, Pere Trinxant i Reixach, i finalment Josep Trinxant i Bertran. Les terres havien estat propietat del marquès de Castellbell.",
3326,347303,03899,CARRERS,C,Carrer,Trueba,C de Trueba,Carrer Trueba,"Trueba y de la Quintana, Antonio de",,,Ésser viu,Home,Llengua i Literatura,,"Antonio de Trueba y de la Quintana (Montellano, 1819 - Bilbao, 1889). Poeta i narrador costumista.",
3327,347405,03900,CARRERS,Ptge,Passatge,Trullàs,Ptge de Trullàs,Passatge Trullàs,"Trullàs i Payarol, Jacint",30/07/1929,,Ésser viu,Home,Industrial,,Jacint Trullàs i Payarol. Fabricant. Al segle passat una barriada es deia d'en Trullàs o d'en Trulla.,
3330,347529,03903,CARRERS,Ptge,Passatge,Tubella,Ptge de Tubella,Passatge Tubella,"Tubella i Soler, Joan",01/10/1924,,Ésser viu,Home,Propietat,,Per la mateixa dedicació que el carrer de Tubella.,
3340,348306,03915,GRANS VIES,Pg,Passeig,Turull,Pg de Turull,Passeig Turull,"Turull i Comadran, Pere",,Abans de 1960,Ésser viu,Home,Propietat,,"Pere Turull i Comadran (Sabadell, 1852 - Barcelona, 1924). Propietari dels terrenys des de final del segle XIX, que parcel·là en un indret boscós.",
3341,348350,03916,CARRERS,Ptge,Passatge,Turull,Ptge de Turull,Passatge Turull,"Turull i Comadran, Pere",,,Ésser viu,Home,Propietat,,Per la mateixa dedicació que el passeig de Turull.,
3358,349706,03934,CARRERS,C,Carrer,Comte d'Urgell,C del Comte d'Urgell,Carrer Comte d'Urgell,"Jaume II d'Urgell, el Dissortat",12/06/1980,,Ésser viu,Home,Noblesa,,"Jaume II d'Urgell, el Dissortat (Balaguer, 1378/1380 - castell de Xàtiva, 1433). Comte d'Urgell, vescomte d'Àger i baró d'Entença. Fou empresonat i destituït del seu comtat per Ferran d'Antequera.",
3359,349808,03935,GRANS VIES,Pg,Passeig,Urrutia,Pg d'Urrutia,Passeig Urrutia,"Urrutia y de las Casas, José de",19/11/1929,,Ésser viu,Home,Militar,https://ca.wikipedia.org/wiki/José_de_Urrutia_y_de_las_Casas,"José de Urrutia y de las Casas (Zalla-La Herrera, 1739 - Madrid, 1803). Militar. Capità general de Catalunya de 1794 a 1796. Fou el reorganitzador dels sometents armats del Principat. Aconseguí posar fi a la Guerra Gran (1795).",https://ca.wikipedia.org/wiki/José_de_Urrutia_y_de_las_Casas
3361,350104,03937,CARRERS,Ptge,Passatge,Utset,Ptge d'Utset,Passatge Utset,"Utset i Fonullà, Josep",,,Ésser viu,Home,Arts Plàstiques,,"Josep Utset i Fonullà (Mataró, 1839 - Barcelona, 1904). Argenter. Marit d'Anna Romans i Jordà, propietària dels terrenys adjudicats per la seva mare, Francesca Jordà i Gelabert, i el seu germà, Eugeni, l'any 1873. Els terrenys que pertanyien a la finca Torre Xica foren propietat de Ramon de Sentmenat i de Saenz, marquès de Castelldosrius.",
3362,350159,03938,CARRERS,C,Carrer,V Zona Franca,C V Zona Franca,Carrer V Zona Franca,"Mauri, Agustí",25/04/2014,,Ésser viu,Home,,,,
3365,350603,03942,PLACES,Pl,Plaça,Valentí Almirall,Pl de Valentí Almirall,Plaça Valentí Almirall,"Almirall i Llozer, Valentí",17/03/1908,,Ésser viu,Home,Política,https://ca.wikipedia.org/wiki/Valentí_Almirall_i_Llozer,"Valentí Almirall i Llozer (Barcelona, 1841 - 1904). Polític i escriptor. Fou una de les figures més importants del ressorgiment polític català. L'any 1879 publicà El Diari Català, el primer diari en llengua catalana.",https://ca.wikipedia.org/wiki/Valentí_Almirall_i_Llozer
3366,350705,03943,CARRERS,C,Carrer,Valentí Iglésias,C de Valentí Iglésias,Carrer Valentí Iglésias,"Iglésias i Riera, Valentí",10/05/1917,,Ésser viu,Home,Propietat,,"Valentí Iglésias i Riera (Sant Martí Sesgueioles, 1844 - Barcelona, 1916). Propietari dels terrenys on s'obrí el carrer. El seu fill Valentí Iglésias i Abelló, que morí el 1966, fou regidor de la barriada el 1922 i el 1930.",
3368,350909,03947,CARRERS,C,Carrer,Valeta d'Arquer,C de Valeta d'Arquer,Carrer Valeta d'Arquer,"Valeta d'Arquer, Josep",26/06/1946,,Ésser viu,Home,Dret,,"Josep Valeta d'Arquer (Arenys de Mar, 1876 - Barcelona, 1947). Advocat. Propietari dels terrenys que urbanitzà en l'antiga finca dels Fontcuberta-Dalmases.",
3369,351107,03949,CARRERS,C,Carrer,Vallseca,C de Vallseca,Carrer Vallseca,"Vallseca, Gabriel de",10/12/1929,,Ésser viu,Home,Ciència,https://ca.wikipedia.org/wiki/Gabriel_de_Vallseca,"Gabriel de Vallseca (Barcelona, ? - Mallorca, segle XV). Cartògraf i pintor d'origen jueu. Es conserven mapamundis amb la seva signatura a Barcelona (1439), a París (1447) i a Florència (1449).",https://ca.wikipedia.org/wiki/Gabriel_de_Vallseca
3370,351209,03950,CARRERS,Ptge,Passatge,Vallseca,Ptge de Vallseca,Passatge Vallseca,"Vallseca, Gabriel de",07/07/1942,,Ésser viu,Home,Ciència,https://ca.wikipedia.org/wiki/Gabriel_de_Vallseca,Per la mateixa dedicació que el carrer de Vallseca.,https://ca.wikipedia.org/wiki/Gabriel_de_Vallseca
3374,351708,03957,CARRERS,C,Carrer,Pablo Iglesias,C de Pablo Iglesias,Carrer Pablo Iglesias,"Iglesias Posse, Pablo",11/03/1991,,Ésser viu,Home,Política,https://ca.wikipedia.org/wiki/Pablo_Iglesias_Posse,"Pablo Iglesias Posse (Ferrol, 1850 - Madrid, 1925). Polític i dirigent socialista. Fundador del PSOE (1879).",https://ca.wikipedia.org/wiki/Pablo_Iglesias_Posse
3387,353306,03983,CARRERS,C,Carrer,Vallhonrat,C de Vallhonrat,Carrer Vallhonrat,Vallhonrat (llinatge),,Abans de 1874,Ésser viu,Home,Propietat,,"Nissaga de propietaris de les terres de l'indret. Se suposa que el carrer està dedicat a Gabriel Vallhonrat, ja que el nom del carrer es troba documentat molt poc temps després de la seva mort. Foren membres d'aquesta nissaga, Pau Vallhonrat i Font (1763 - 1838), Gabriel Vallhonrat i Casas (1797 - 1870) i Joan Vallhonrat i Soler (Cornellà de Llobregat, 1839 - 1910).",
3389,353500,03985,CARRERS,C,Carrer,Vallmajor,C de Vallmajor,Carrer Vallmajor,"Vallmajor i Canet, Rosa",05/01/1876,,Ésser viu,Dona,Propietat,,"Rosa Vallmajor i Canet (Dosrius, 1778 - ?). Muller de Magí Modolell i Negrevernis, propietari del terreny on s'obrí el carrer.",
3390,353601,03986,CARRERS,C,Carrer,Vallmitjana,C de Vallmitjana,Carrer Vallmitjana,"Vallmitjana i Barbany, Agapit",17/03/1908,,Ésser viu,Home,Escultura,https://ca.wikipedia.org/wiki/Agapit_Vallmitjana_i_Barbany,"Agapit Vallmitjana i Barbany (Barcelona, 1833 - 1905). Escultor. Realitzà obres per al cementiri Vell o del Poblenou. Segons Roca i Comas, el carrer es deia inicialment carrer dels Vallmitjana i honrava Agapit Vallmitjana i el seu germà Venanci (Barcelona, 1829 - 1919), autor, entre d'altres, de les estàtues de Ramon Llull, sant Isidor i Averrois del vestíbul de la Universitat de Barcelona.",https://ca.wikipedia.org/wiki/Agapit_Vallmitjana_i_Barbany
3401,354706,04004,CARRERS,C,Carrer,Vayreda,C de Vayreda,Carrer Vayreda,"Vayreda i Vila, Joaquim",,,Ésser viu,Home,Pintura,https://ca.wikipedia.org/wiki/Joaquim_Vayreda_i_Vila,"Joaquim Vayreda i Vila (Girona, 1843 - Olot, 1894). Pintor. Fundador de l'escola d'Olot i del Centre Catalanista; president de la primera Assemblea Catalanista de Manresa (1892) i regidor de Barcelona.",https://ca.wikipedia.org/wiki/Joaquim_Vayreda_i_Vila
3402,354808,04005,PLACES,Pl,Plaça,Vázquez de Mella,Pl de Vázquez de Mella,Plaça Vázquez de Mella,"Vázquez de Mella y Fanjul, Juan",19/11/1929,,Ésser viu,Home,Dret,,"Juan Vázquez de Mella y Fanjul (Cangas de Onís, 1861 - Madrid, 1928). Advocat, polític tradicionalista i escriptor.",
3404,355006,04007,CARRERS,C,Carrer,Santa Joaquima de Vedruna,C de Santa Joaquima de Vedruna,Carrer Santa Joaquima de Vedruna,"Vedruna i Vidal de Mas, Joaquima de",09/07/1983,,Ésser viu,Dona,Religió,,"Joaquima de Vedruna i Vidal de Mas (Barcelona, 1783 - 1854). Fundadora de l'orde de les carmelites de la caritat.",
3406,355200,04009,CARRERS,C,Carrer,Vehils,C de Vehils,Carrer Vehils,"Vehils i Fuchs, Joaquim Maria",,Abans de 1900,Ésser viu,Home,Música,,"Joaquim Maria Vehils i Fuchs (Barcelona, 1857 - 1934). Músic. Director d'orquestra i empresari del Liceu de Barcelona. Els terrenys on s'obrí el carrer eren en el paratge de les Basses de Sant Joan, terrenys dels Grassot que foren del marquès de Castelldosrius. No s'ha pogut comprovar de forma fefaent la dedicació del carrer a Joaquim Maria Vehils i Fuchs.",
3409,355505,04012,CARRERS,C,Carrer,Velázquez,C de Velázquez,Carrer Velázquez,"Rodríguez de Silva y Velázquez, Diego",06/05/1915,,Ésser viu,Home,Pintura,https://ca.wikipedia.org/wiki/Diego_Rodríguez_de_Silva_y_Velázquez,"Diego Rodríguez de Silva y Velázquez (Sevilla, 1599 - Madrid, 1660). Pintor de l'escola de Sevilla. Fou nomenat pintor del rei (1623), ajuda de cambra del rei (1643) i superintendent de les obres particulars de la Corona (1644). Acadèmic de San Luca de Roma (1650).",https://ca.wikipedia.org/wiki/Diego_Rodríguez_de_Silva_y_Velázquez
3414,356100,04017,CARRERS,C,Carrer,Venero,C de Venero,Carrer Venero,"Venero y Venero Borgoña Cosío de la Hoz, Antonio de",,Abans de 1889,Ésser viu,Home,Propietat,,"Antonio de Venero y Venero Borgoña Cosío de la Hoz. Terratinent de l'indret. El seu fill Francesc de Venero de Valera i Sisteré, advocat, vengué els terrenys el 1889.",
3415,700956,05280,CARRERS,C,Carrer,Francesca Bonnemaison,C de Francesca Bonnemaison,Carrer Francesca Bonnemaison,"Bonnemaison i Farriols, Francesca",24/10/1994,,Ésser viu,Dona,Música,https://ca.wikipedia.org/wiki/Francesca_Bonnemaison_i_Farriols,"Francesca Bonnemaison i Farriols (Barcelona, 1872 - 1949). Pedagoga. Promotora de l'educació femenina popular. Bibliotecària de l'Obra de Bones Lectures. Convertí l'obra de beneficència en una autèntica biblioteca per a dones obreres d'on sorgí l'Institut de Cultura i Biblioteca Popular per a la Dona. Fou reina dels Jocs Florals el 1892. Col·laborà en La Veu de Catalunya amb el pseudònim de Franar.",https://ca.wikipedia.org/wiki/Francesca_Bonnemaison_i_Farriols
3416,700957,05281,CARRERS,C,Carrer,Pere Vergés,C de Pere Vergés,Carrer Pere Vergés,"Vergés i Farnés, Pere",24/10/1994,,Ésser viu,Home,Educació,https://ca.wikipedia.org/wiki/Pere_Vergés_i_Farnés,"Pere Vergés i Farnés (Barcelona, 1896 - 1970). Mestre que participà en el moviment de renovació pedagògica que introduí els corrents de l'Escola Nova. Director de l'Escola del Mar el 1921.",https://ca.wikipedia.org/wiki/Pere_Vergés_i_Farnés
3423,700964,05288,ESPAIS VERDS,Jard,Jardins,Manuel Sacristán,Jard de Manuel Sacristán,Jardins Manuel Sacristán,"Sacristán Luzón, Manuel",20/01/1999,,Ésser viu,Home,Política,https://ca.wikipedia.org/wiki/Manuel_Sacristán_Luzón,"Manuel Sacristán Luzón (Madrid, 1925 - Barcelona, 1985). Pensador i escriptor. La seva activitat política el portà a la direcció del PSUC clandestí. Tingué un paper destacat en el moviment universitari català.",https://ca.wikipedia.org/wiki/Manuel_Sacristán_Luzón
3426,701220,05547,PLACES,Pl,Plaça,Gabriela Mistral,Pl de Gabriela Mistral,Plaça Gabriela Mistral,"Godoy Alcayaga, Lucila",20/01/1999,,Ésser viu,Dona,Llengua i Literatura,https://ca.wikipedia.org/wiki/Lucila_Godoy_Alcayaga,"Lucila Godoys Alcayaga (Vicuña, 1889 - Nova York, 1957). Poetessa coneguda amb el pseudònim de Gabriela Mistral. Escrivia amb un llenguatge simple, viu i líric. Ocupà diversos càrrecs docents a Xile i Mèxic, així com càrrecs consulars. Entre altres obres, publicà: Desolación (1922), Ternura (1924), Tala (1938) i Lagar (1954). El 1945 rebé el premi Nobel de literatura.",https://ca.wikipedia.org/wiki/Lucila_Godoy_Alcayaga
3428,701222,05549,PLACES,Pl,Plaça,Joan Coromines,Pl de Joan Coromines,Plaça Joan Coromines,"Coromines i Vigneaux, Joan",06/05/1997,,Ésser viu,Home,Llengua i Literatura,https://ca.wikipedia.org/wiki/Joan_Coromines_i_Vigneaux,"Joan Coromines i Vigneaux (Barcelona, 1905 - Pineda de Mar, 1997). Lingüista. Estudià a Barcelona i completà estudis a Montpeller, Madrid, Zuric i París. Exercí com a professor de filologia romànica a la Universitat de Barcelona fins al 1939, any en què s'exilià. A Argentina fou professor a la Universitat de Cuyo fins al 1948, data del seu nomenament a la Universitat de Chicago, on professà fins a la jubilació. Membre de l'Institut d'Estudis Catalans. Fou un profund coneixedor del català, del castellà i de l'occità, així com de la lingüística indoeuropea i aràbiga. El 1989 rebé el Premi Nacional de les Lletres Espanyoles. Quant a la producció, cal destacar el Diccionario crítico etimológico de la lengua castellana (1957), els Estudis de toponímia catalana (1970), el Diccionari Etimológic i Complementari de la Llengua Catalana (1988) i  l'Onomasticon Cataloniae, recull onomàstic exhaustiu de les terres catalanes començat l'any 1931 i en el qual treballà fins a la seva mort.",https://ca.wikipedia.org/wiki/Joan_Coromines_i_Vigneaux
3430,701224,05551,CARRERS,C,Carrer,Josep Pijoan,C de Josep Pijoan,Carrer Josep Pijoan,"Pijoan i Soteras, Josep",21/04/1997,,Ésser viu,Home,Ciència,https://ca.wikipedia.org/wiki/Josep_Pijoan_i_Soteras,"Josep Pijoan i Soteras (Barcelona, 1879 - Lausana, 1963). Historiador, poeta, assagista i tractadista d'art. Fou un dels impulsors de la revaloració i la recuperació de la pintura romànica. Intervingué en la restauració i el trasllat d'obres romàniques disperses al Museu d'Art de Catalunya. Visqué en diferents països d'Amèrica i d'Europa, i organitzà, a Roma, l'Escola Espanyola per a Estudis Arqueològics i Històrics. Publicà: Historia del Arte (1914), Historia del Mundo (1926 - 1941) i Summa artis (1931, amb altres autors). La seva producció poètica entusiasmà Joan Maragall, a qui dedicà l'obra El meu amic Don Joan Maragall (1927). També dedicà un llibre a Giner de los Ríos: Mi Don Francisco Giner (1927).",https://ca.wikipedia.org/wiki/Josep_Pijoan_i_Soteras
3431,701225,05552,PLACES,Pl,Plaça,Anna Frank,Pl d'Anna Frank,Plaça Anna Frank,"Frank, Anna",04/04/1997,,Ésser viu,Dona,Llengua i Literatura,https://ca.wikipedia.org/wiki/Anna_Frank,"Anna Frank (Frankfurt, 1929 - camp de concentració de Bergen-Belsen, 1945). Membre d'una família jueva alemanya que emigrà a Holanda l'any 1933. Entre els anys 1942 i 1944, va escriure un diari en què relatava les seves experiències i les dels seus familiars per amagar-se dels nazis. Aquest diari, testimoni ingenu i trasbalsador d'una època de terror, va ser adaptat a l'escena per Frances Goodrich i Albert Hackett, i va tenir un gran èxit mundial.",https://ca.wikipedia.org/wiki/Anna_Frank
3433,701227,05554,ESPAIS VERDS,Jard,Jardins,Montserrat Roig,Jard de Montserrat Roig,Jardins Montserrat Roig,"Roig i Fransitorra, Montserrat",21/03/1997,,Ésser viu,Dona,Llengua i Literatura,https://ca.wikipedia.org/wiki/Montserrat_Roig_i_Fransitorra,"Montserrat Roig i Fransitorra (Barcelona, 1946 - 1991). Escriptora. Llicenciada en filosofia i lletres. Obtingué el premi Víctor Català amb Molta roba i poc sabó (1971), en què descriu la generació universitària nascuda a la postguerra, tema que amplià a Ramona, adéu (1972). Fou premi Sant Jordi l'any 1976 amb El temps de les cireres i premi de la Crítica Serra d'Or pel reportatge Els catalans als camps nazis (1977). Els seus darrers llibres són el recull de contes El cant de la joventut (1989), i els d'assaig Digues que m'estimes encara que sigui mentida (1991) i L'autèntica història de Catalunya (1991, amb Cesc). El 1990 estrenà Reivindicació de la senyora Clito Mestres.",https://ca.wikipedia.org/wiki/Montserrat_Roig_i_Fransitorra
